customer_id,customer_name,age,membership_tier,signup_date
1121,Customer_1121,79,Gold,2023-08-03
1122,Customer_1122,44,Silver,2023-05-06
1123,Customer_1123,38,Bronze,2023-09-24
1124,Customer_1124,71,Gold,2023-10-07
1125,Customer_1125,55,Silver,2023-03-29
1126,Customer_1126,32,Gold,2023-04-24
1127,Customer_1127,38,Silver,2023-01-21
1128,Customer_1128,27,Silver,2023-05-28
1129,Customer_1129,40,Gold,2023-09-02
1130,Customer_1130,75,Gold,2023-09-23
1131,Customer_1131,73,Silver,2023-08-05
1132,Customer_1132,56,Silver,2023-08-28
1133,Customer_1133,22,Silver,2023-08-20
1134,Customer_1134,18,Bronze,2023-08-20
1135,Customer_1135,30,Silver,2023-08-30
1136,Customer_1136,38,Bronze,2023-07-09
1137,Customer_1137,43,Silver,2023-08-17
1138,Customer_1138,67,Bronze,2023-03-07
1139,Customer_1139,62,Silver,2023-10-06
1140,Customer_1140,38,Silver,2023-09-26
1141,Customer_1141,70,Silver,2023-07-28
1142,Customer_1142,35,Gold,2023-01-16
1143,Customer_1143,54,Gold,2023-10-24
1144,Customer_1144,62,Silver,2023-08-08
1145,Customer_1145,49,Bronze,2023-09-14
1146,Customer_1146,53,Bronze,2023-09-25
1147,Customer_1147,34,Silver,2023-08-17
1148,Customer_1148,52,Gold,2023-04-29
1149,Customer_1149,66,Bronze,2023-06-27
1150,Customer_1150,77,Gold,2023-01-20
1151,Customer_1151,28,Bronze,2023-02-05
1152,Customer_1152,38,Silver,2023-12-01
1153,Customer_1153,69,Gold,2023-04-18
1154,Customer_1154,72,Bronze,2023-07-08
1155,Customer_1155,70,Silver,2023-06-27
1156,Customer_1156,43,Silver,2023-04-06
1157,Customer_1157,79,Silver,2023-11-11
1158,Customer_1158,21,Gold,2023-01-20
1159,Customer_1159,51,Gold,2023-06-13
1160,Customer_1160,69,Silver,2023-04-07
1161,Customer_1161,65,Gold,2023-05-23
1162,Customer_1162,77,Bronze,2023-03-03
1163,Customer_1163,35,Silver,2023-08-30
1164,Customer_1164,57,Silver,2023-08-26
1165,Customer_1165,52,Gold,2023-05-11
1166,Customer_1166,58,Silver,2023-04-03
1167,Customer_1167,46,Bronze,2023-04-01
1168,Customer_1168,69,Gold,2023-05-13
1169,Customer_1169,46,Gold,2023-05-03
1170,Customer_1170,55,Silver,2023-12-08
1171,Customer_1171,59,Silver,2023-04-28
1172,Customer_1172,38,Silver,2023-07-17
1173,Customer_1173,59,Gold,2023-10-09
1174,Customer_1174,30,Silver,2023-01-01
1175,Customer_1175,66,Bronze,2023-07-30
1176,Customer_1176,58,Silver,2023-09-20
1177,Customer_1177,34,Silver,2023-11-28
1178,Customer_1178,73,Gold,2023-07-31
1179,Customer_1179,26,Silver,2023-03-28
1180,Customer_1180,58,Gold,2023-06-02
1181,Customer_1181,18,Silver,2023-12-16
1182,Customer_1182,19,Bronze,2023-07-06
1183,Customer_1183,77,Bronze,2023-03-02
1184,Customer_1184,65,Gold,2023-10-12
1185,Customer_1185,46,Gold,2023-04-05
1186,Customer_1186,50,Silver,2023-10-01
1187,Customer_1187,27,Silver,2023-02-10
1188,Customer_1188,67,Bronze,2023-05-27
1189,Customer_1189,75,Silver,2023-09-03
1190,Customer_1190,77,Bronze,2023-05-12
1191,Customer_1191,57,Gold,2023-10-24
1192,Customer_1192,38,Silver,2023-05-03
1193,Customer_1193,45,Gold,2023-05-23
1194,Customer_1194,28,Silver,2023-07-01
1195,Customer_1195,72,Bronze,2023-07-11
1196,Customer_1196,51,Gold,2023-07-26
1197,Customer_1197,25,Gold,2023-08-19
1198,Customer_1198,76,Silver,2023-01-22
1199,Customer_1199,39,Gold,2023-03-21
1200,Customer_1200,25,Bronze,2023-05-10
1201,Customer_1201,66,Gold,2023-10-19
1202,Customer_1202,32,Gold,2023-10-03
1203,Customer_1203,34,Silver,2023-11-19
1204,Customer_1204,77,Gold,2023-02-24
1205,Customer_1205,40,Silver,2023-03-07
1206,Customer_1206,41,Silver,2023-08-15
1207,Customer_1207,62,Gold,2023-01-26
1208,Customer_1208,36,Bronze,2023-09-10
1209,Customer_1209,22,Silver,2023-07-16
1210,Customer_1210,49,Gold,2023-05-10
1211,Customer_1211,61,Silver,2023-08-31
1212,Customer_1212,18,Bronze,2023-11-08
1213,Customer_1213,40,Bronze,2023-07-31
1214,Customer_1214,54,Silver,2023-07-09
1215,Customer_1215,25,Bronze,2023-10-17
1216,Customer_1216,30,Gold,2023-08-14
1217,Customer_1217,25,Gold,2023-09-03
1218,Customer_1218,74,Silver,2023-02-25
1219,Customer_1219,40,Bronze,2023-02-24
1220,Customer_1220,60,Gold,2023-10-03
1221,Customer_1221,18,Gold,2023-11-02
1222,Customer_1222,62,Gold,2023-12-06
1223,Customer_1223,68,Silver,2023-06-02
1224,Customer_1224,41,Silver,2023-02-22
1225,Customer_1225,52,Gold,2023-04-21
1226,Customer_1226,41,Gold,2023-07-23
1227,Customer_1227,34,Bronze,2023-04-22
1228,Customer_1228,22,Bronze,2023-11-21
1229,Customer_1229,37,Bronze,2023-09-15
1230,Customer_1230,38,Silver,2023-01-16
1231,Customer_1231,57,Gold,2023-12-16
1232,Customer_1232,75,Silver,2023-06-15
1233,Customer_1233,48,Gold,2023-10-28
1234,Customer_1234,63,Bronze,2023-10-07
1235,Customer_1235,53,Bronze,2023-06-07
1236,Customer_1236,28,Bronze,2023-09-06
1237,Customer_1237,69,Bronze,2023-06-30
1238,Customer_1238,32,Gold,2023-07-10
1239,Customer_1239,36,Bronze,2023-05-19
1240,Customer_1240,24,Gold,2023-03-19
1241,Customer_1241,68,Gold,2023-12-02
1242,Customer_1242,45,Silver,2023-02-19
1243,Customer_1243,68,Bronze,2023-03-26
1244,Customer_1244,60,Bronze,2023-07-02
1245,Customer_1245,75,Silver,2023-07-02
1246,Customer_1246,22,Gold,2023-01-04
1247,Customer_1247,22,Bronze,2023-11-13
1248,Customer_1248,47,Gold,2023-04-21
1249,Customer_1249,71,Silver,2023-11-30
1250,Customer_1250,49,Gold,2023-12-05
1251,Customer_1251,25,Bronze,2023-09-08
1252,Customer_1252,27,Gold,2023-05-13
1253,Customer_1253,55,Gold,2023-04-10
1254,Customer_1254,64,Bronze,2023-06-21
1255,Customer_1255,49,Bronze,2023-10-14
1256,Customer_1256,65,Gold,2023-04-29
1257,Customer_1257,45,Gold,2023-12-16
1258,Customer_1258,34,Silver,2023-06-24
1259,Customer_1259,48,Bronze,2023-01-30
1260,Customer_1260,25,Gold,2023-02-24
1261,Customer_1261,57,Bronze,2023-12-27
1262,Customer_1262,42,Silver,2023-07-15
1263,Customer_1263,26,Gold,2023-02-10
1264,Customer_1264,19,Gold,2023-06-22
1265,Customer_1265,32,Gold,2023-11-26
1266,Customer_1266,67,Bronze,2023-08-07
1267,Customer_1267,20,Silver,2023-07-27
1268,Customer_1268,66,Bronze,2023-06-07
1269,Customer_1269,53,Gold,2023-11-29
1270,Customer_1270,79,Silver,2023-08-16
1271,Customer_1271,21,Gold,2023-03-26
1272,Customer_1272,31,Gold,2023-06-22
1273,Customer_1273,58,Bronze,2023-09-02
1274,Customer_1274,58,Gold,2023-12-26
1275,Customer_1275,42,Silver,2023-06-22
1276,Customer_1276,75,Gold,2023-12-01
1277,Customer_1277,72,Gold,2023-07-31
1278,Customer_1278,79,Bronze,2023-03-25
1279,Customer_1279,67,Silver,2023-06-22
1280,Customer_1280,27,Bronze,2023-07-02
1281,Customer_1281,38,Gold,2023-05-13
1282,Customer_1282,53,Bronze,2023-10-15
1283,Customer_1283,29,Bronze,2023-09-19
1284,Customer_1284,44,Bronze,2023-12-16
1285,Customer_1285,57,Bronze,2023-10-09
1286,Customer_1286,19,Gold,2023-10-20
1287,Customer_1287,71,Gold,2023-09-26
1288,Customer_1288,30,Silver,2023-12-15
1289,Customer_1289,70,Bronze,2023-07-16
1290,Customer_1290,49,Bronze,2023-01-25
1291,Customer_1291,48,Silver,2023-05-21
1292,Customer_1292,33,Bronze,2023-08-11
1293,Customer_1293,49,Silver,2023-01-20
1294,Customer_1294,49,Gold,2023-09-04
1295,Customer_1295,77,Silver,2023-11-24
1296,Customer_1296,51,Bronze,2023-07-20
1297,Customer_1297,28,Silver,2023-04-25
1298,Customer_1298,27,Gold,2023-07-08
1299,Customer_1299,32,Bronze,2023-01-26
1300,Customer_1300,34,Gold,2023-02-23
1301,Customer_1301,57,Gold,2023-06-19
1302,Customer_1302,35,Silver,2023-01-11
1303,Customer_1303,72,Gold,2023-01-27
1304,Customer_1304,26,Bronze,2023-12-16
1305,Customer_1305,42,Gold,2023-03-24
1306,Customer_1306,57,Gold,2023-10-17
1307,Customer_1307,76,Silver,2023-02-07
1308,Customer_1308,31,Gold,2023-03-28
1309,Customer_1309,77,Silver,2023-11-17
1310,Customer_1310,75,Silver,2023-06-05
1311,Customer_1311,42,Bronze,2023-11-04
1312,Customer_1312,67,Bronze,2023-10-13
1313,Customer_1313,39,Bronze,2023-07-05
1314,Customer_1314,69,Bronze,2023-07-01
1315,Customer_1315,47,Silver,2023-05-23
1316,Customer_1316,37,Gold,2023-07-25
1317,Customer_1317,38,Bronze,2023-05-22
1318,Customer_1318,61,Bronze,2023-07-04
1319,Customer_1319,49,Bronze,2023-08-29
1320,Customer_1320,68,Gold,2023-01-08
1321,Customer_1321,63,Bronze,2023-03-13
1322,Customer_1322,66,Gold,2023-10-15
1323,Customer_1323,73,Silver,2023-04-05
1324,Customer_1324,38,Silver,2023-06-06
1325,Customer_1325,52,Silver,2023-02-10
1326,Customer_1326,75,Gold,2023-11-27
1327,Customer_1327,49,Bronze,2023-10-28
1328,Customer_1328,47,Bronze,2023-09-26
1329,Customer_1329,72,Bronze,2023-06-04
1330,Customer_1330,56,Bronze,2023-10-02
1331,Customer_1331,66,Bronze,2023-06-03
1332,Customer_1332,29,Gold,2023-02-22
1333,Customer_1333,58,Silver,2023-06-28
1334,Customer_1334,64,Bronze,2023-08-28
1335,Customer_1335,35,Silver,2023-05-17
1336,Customer_1336,38,Gold,2023-09-12
1337,Customer_1337,30,Gold,2023-08-12
1338,Customer_1338,79,Bronze,2023-06-29
1339,Customer_1339,38,Gold,2023-07-01
1340,Customer_1340,79,Silver,2023-09-16
1341,Customer_1341,25,Bronze,2023-08-31
1342,Customer_1342,63,Bronze,2023-04-06
1343,Customer_1343,57,Silver,2023-07-16
1344,Customer_1344,63,Bronze,2023-01-14
1345,Customer_1345,24,Bronze,2023-04-30
1346,Customer_1346,40,Silver,2023-09-26
1347,Customer_1347,61,Bronze,2023-06-20
1348,Customer_1348,49,Bronze,2023-03-13
1349,Customer_1349,28,Silver,2023-06-28
1350,Customer_1350,39,Gold,2023-06-19
1351,Customer_1351,39,Silver,2023-06-08
1352,Customer_1352,60,Bronze,2023-06-03
1353,Customer_1353,42,Silver,2023-03-23
1354,Customer_1354,39,Bronze,2023-02-26
1355,Customer_1355,45,Bronze,2023-01-07
1356,Customer_1356,46,Silver,2023-04-22
1357,Customer_1357,30,Bronze,2023-02-17
1358,Customer_1358,35,Gold,2023-03-21
1359,Customer_1359,19,Bronze,2023-11-12
1360,Customer_1360,46,Silver,2023-02-02
1361,Customer_1361,38,Gold,2023-04-25
1362,Customer_1362,32,Gold,2023-01-03
1363,Customer_1363,69,Bronze,2023-01-04
1364,Customer_1364,44,Silver,2023-12-22
1365,Customer_1365,67,Bronze,2023-09-17
1366,Customer_1366,48,Bronze,2023-02-11
1367,Customer_1367,32,Silver,2023-01-09
1368,Customer_1368,68,Silver,2023-11-03
1369,Customer_1369,40,Bronze,2023-05-25
1370,Customer_1370,41,Gold,2023-04-07
1371,Customer_1371,61,Bronze,2023-10-03
1372,Customer_1372,30,Gold,2023-05-22
1373,Customer_1373,39,Bronze,2023-10-05
1374,Customer_1374,60,Silver,2023-01-27
1375,Customer_1375,54,Gold,2023-02-12
1376,Customer_1376,78,Silver,2023-05-11
1377,Customer_1377,50,Silver,2023-08-04
1378,Customer_1378,73,Silver,2023-04-04
1379,Customer_1379,20,Silver,2023-01-08
1380,Customer_1380,71,Silver,2023-03-27
1381,Customer_1381,36,Bronze,2023-12-11
1382,Customer_1382,40,Gold,2023-05-18
1383,Customer_1383,46,Bronze,2023-09-03
1384,Customer_1384,47,Bronze,2023-01-21
1385,Customer_1385,56,Bronze,2023-09-22
1386,Customer_1386,61,Silver,2023-05-28
1387,Customer_1387,64,Bronze,2023-07-03
1388,Customer_1388,42,Gold,2023-08-15
1389,Customer_1389,54,Bronze,2023-10-19
1390,Customer_1390,64,Silver,2023-02-05
1391,Customer_1391,25,Gold,2023-09-03
1392,Customer_1392,59,Gold,2023-03-14
1393,Customer_1393,75,Gold,2023-05-30
1394,Customer_1394,33,Gold,2023-01-01
1395,Customer_1395,25,Bronze,2023-03-10
1396,Customer_1396,18,Silver,2023-10-20
1397,Customer_1397,61,Gold,2023-08-18
1398,Customer_1398,22,Gold,2023-07-30
1399,Customer_1399,20,Silver,2023-03-13
1400,Customer_1400,18,Bronze,2023-12-29
1401,Customer_1401,21,Gold,2023-04-06
1402,Customer_1402,57,Bronze,2023-03-25
1403,Customer_1403,52,Bronze,2023-08-16
1404,Customer_1404,49,Bronze,2023-10-26
1405,Customer_1405,59,Bronze,2023-08-24
1406,Customer_1406,51,Gold,2023-10-20
1407,Customer_1407,60,Gold,2023-08-10
1408,Customer_1408,42,Bronze,2023-08-11
1409,Customer_1409,27,Bronze,2023-10-08
1410,Customer_1410,38,Silver,2023-08-09
1411,Customer_1411,63,Silver,2023-08-04
1412,Customer_1412,56,Silver,2023-08-19
1413,Customer_1413,44,Gold,2023-06-18
1414,Customer_1414,44,Silver,2023-11-25
1415,Customer_1415,19,Gold,2023-02-11
1416,Customer_1416,58,Gold,2023-09-15
1417,Customer_1417,65,Gold,2023-07-15
1418,Customer_1418,30,Gold,2023-04-06
1419,Customer_1419,26,Silver,2023-11-13
1420,Customer_1420,69,Bronze,2023-01-14
1421,Customer_1421,53,Bronze,2023-04-23
1422,Customer_1422,39,Bronze,2023-03-18
1423,Customer_1423,59,Silver,2023-10-04
1424,Customer_1424,43,Bronze,2023-11-16
1425,Customer_1425,75,Silver,2023-06-09
1426,Customer_1426,71,Silver,2023-11-09
1427,Customer_1427,29,Silver,2023-04-29
1428,Customer_1428,34,Bronze,2023-06-10
1429,Customer_1429,31,Bronze,2023-11-04
1430,Customer_1430,31,Bronze,2023-12-17
1431,Customer_1431,74,Gold,2023-05-26
1432,Customer_1432,51,Silver,2023-06-12
1433,Customer_1433,70,Gold,2023-06-28
1434,Customer_1434,74,Silver,2023-03-30
1435,Customer_1435,37,Bronze,2023-08-11
1436,Customer_1436,28,Silver,2023-09-23
1437,Customer_1437,33,Silver,2023-08-27
1438,Customer_1438,68,Gold,2023-11-04
1439,Customer_1439,48,Silver,2023-02-03
1440,Customer_1440,72,Bronze,2023-06-16
1441,Customer_1441,23,Silver,2023-05-05
1442,Customer_1442,73,Silver,2023-08-12
1443,Customer_1443,36,Silver,2023-05-30
1444,Customer_1444,54,Gold,2023-07-08
1445,Customer_1445,75,Silver,2023-02-12
1446,Customer_1446,21,Silver,2023-01-29
1447,Customer_1447,64,Gold,2023-12-28
1448,Customer_1448,78,Gold,2023-04-30
1449,Customer_1449,21,Gold,2023-12-03
1450,Customer_1450,37,Gold,2023-01-31
1451,Customer_1451,27,Bronze,2023-06-30
1452,Customer_1452,41,Bronze,2023-06-11
1453,Customer_1453,71,Silver,2023-05-08
1454,Customer_1454,52,Bronze,2023-09-12
1455,Customer_1455,43,Silver,2023-10-21
1456,Customer_1456,54,Bronze,2023-12-23
1457,Customer_1457,55,Gold,2023-09-11
1458,Customer_1458,38,Gold,2023-05-10
1459,Customer_1459,71,Bronze,2023-01-12
1460,Customer_1460,57,Bronze,2023-02-04
1461,Customer_1461,56,Silver,2023-07-17
1462,Customer_1462,38,Silver,2023-09-05
1463,Customer_1463,27,Silver,2023-04-20
1464,Customer_1464,55,Gold,2023-11-24
1465,Customer_1465,63,Gold,2023-09-02
1466,Customer_1466,21,Gold,2023-09-07
1467,Customer_1467,77,Gold,2023-11-13
1468,Customer_1468,74,Silver,2023-06-12
1469,Customer_1469,62,Gold,2023-02-17
1470,Customer_1470,37,Gold,2023-03-12
1471,Customer_1471,34,Gold,2023-05-14
1472,Customer_1472,72,Gold,2023-08-27
1473,Customer_1473,24,Bronze,2023-03-09
1474,Customer_1474,21,Silver,2023-10-05
1475,Customer_1475,46,Silver,2023-02-01
1476,Customer_1476,31,Gold,2023-05-03
1477,Customer_1477,20,Bronze,2023-01-22
1478,Customer_1478,41,Silver,2023-06-04
1479,Customer_1479,54,Silver,2023-04-20
1480,Customer_1480,33,Gold,2023-09-28
1481,Customer_1481,75,Gold,2023-10-27
1482,Customer_1482,72,Silver,2023-04-25
1483,Customer_1483,69,Silver,2023-08-08
1484,Customer_1484,21,Bronze,2023-08-18
1485,Customer_1485,73,Silver,2023-09-09
1486,Customer_1486,79,Silver,2023-09-06
1487,Customer_1487,41,Gold,2023-01-09
1488,Customer_1488,51,Silver,2023-02-03
1489,Customer_1489,47,Gold,2023-08-16
1490,Customer_1490,35,Silver,2023-03-14
1491,Customer_1491,36,Silver,2023-10-28
1492,Customer_1492,48,Silver,2023-07-31
1493,Customer_1493,77,Bronze,2023-03-13
1494,Customer_1494,77,Gold,2023-02-27
1495,Customer_1495,36,Bronze,2023-08-08
1496,Customer_1496,66,Silver,2023-10-02
1497,Customer_1497,63,Bronze,2023-09-06
1498,Customer_1498,36,Gold,2023-01-16
1499,Customer_1499,39,Silver,2023-03-16
1500,Customer_1500,41,Bronze,2023-04-16
1501,Customer_1501,62,Bronze,2023-05-16
1502,Customer_1502,29,Gold,2023-03-15
1503,Customer_1503,47,Bronze,2023-09-11
1504,Customer_1504,75,Gold,2023-01-18
1505,Customer_1505,55,Silver,2023-02-12
1506,Customer_1506,70,Silver,2023-02-19
1507,Customer_1507,48,Bronze,2023-01-03
1508,Customer_1508,53,Silver,2023-08-20
1509,Customer_1509,36,Silver,2023-08-07
1510,Customer_1510,65,Bronze,2023-02-28
1511,Customer_1511,62,Silver,2023-10-11
1512,Customer_1512,53,Bronze,2023-10-29
1513,Customer_1513,47,Gold,2023-03-05
1514,Customer_1514,72,Gold,2023-03-11
1515,Customer_1515,66,Gold,2023-10-30
1516,Customer_1516,72,Bronze,2023-05-22
1517,Customer_1517,50,Bronze,2023-07-21
1518,Customer_1518,35,Silver,2023-07-26
1519,Customer_1519,69,Silver,2023-08-09
1520,Customer_1520,66,Silver,2023-12-28
1521,Customer_1521,76,Silver,2023-09-03
1522,Customer_1522,45,Silver,2023-03-22
1523,Customer_1523,76,Bronze,2023-09-08
1524,Customer_1524,64,Bronze,2023-02-20
1525,Customer_1525,28,Gold,2023-10-12
1526,Customer_1526,74,Gold,2023-12-12
1527,Customer_1527,77,Gold,2023-07-23
1528,Customer_1528,71,Gold,2023-01-25
1529,Customer_1529,62,Bronze,2023-02-10
1530,Customer_1530,50,Bronze,2023-03-10
1531,Customer_1531,34,Bronze,2023-01-04
1532,Customer_1532,23,Silver,2023-08-28
1533,Customer_1533,21,Silver,2023-12-27
1534,Customer_1534,37,Gold,2023-01-31
1535,Customer_1535,65,Silver,2023-04-27
1536,Customer_1536,64,Bronze,2023-07-14
1537,Customer_1537,44,Gold,2023-03-31
1538,Customer_1538,32,Gold,2023-06-27
1539,Customer_1539,23,Silver,2023-05-25
1540,Customer_1540,64,Gold,2023-07-21
1541,Customer_1541,31,Silver,2023-11-18
1542,Customer_1542,77,Silver,2023-12-10
1543,Customer_1543,28,Gold,2023-07-22
1544,Customer_1544,56,Silver,2023-01-24
1545,Customer_1545,26,Silver,2023-12-21
1546,Customer_1546,43,Silver,2023-04-15
1547,Customer_1547,33,Silver,2023-10-02
1548,Customer_1548,22,Gold,2023-11-18
1549,Customer_1549,74,Bronze,2023-03-01
1550,Customer_1550,69,Bronze,2023-01-15
1551,Customer_1551,78,Silver,2023-03-26
1552,Customer_1552,27,Silver,2023-07-16
1553,Customer_1553,67,Silver,2023-08-23
1554,Customer_1554,20,Bronze,2023-12-10
1555,Customer_1555,30,Silver,2023-09-20
1556,Customer_1556,60,Gold,2023-01-06
1557,Customer_1557,66,Gold,2023-10-16
1558,Customer_1558,47,Gold,2023-02-27
1559,Customer_1559,79,Bronze,2023-05-25
1560,Customer_1560,71,Silver,2023-02-11
1561,Customer_1561,62,Silver,2023-12-16
1562,Customer_1562,23,Silver,2023-07-19
1563,Customer_1563,34,Bronze,2023-06-23
1564,Customer_1564,76,Bronze,2023-12-01
1565,Customer_1565,62,Bronze,2023-04-05
1566,Customer_1566,68,Bronze,2023-08-05
1567,Customer_1567,70,Gold,2023-04-21
1568,Customer_1568,36,Bronze,2023-12-19
1569,Customer_1569,59,Bronze,2023-06-29
1570,Customer_1570,52,Bronze,2023-06-12
1571,Customer_1571,63,Silver,2023-04-29
1572,Customer_1572,43,Silver,2023-11-21
1573,Customer_1573,68,Silver,2023-08-16
1574,Customer_1574,22,Gold,2023-05-25
1575,Customer_1575,46,Gold,2023-11-04
1576,Customer_1576,54,Bronze,2023-05-22
1577,Customer_1577,37,Silver,2023-05-02
1578,Customer_1578,66,Gold,2023-10-12
1579,Customer_1579,38,Silver,2023-08-14
1580,Customer_1580,27,Gold,2023-12-26
1581,Customer_1581,22,Gold,2023-09-14
1582,Customer_1582,53,Bronze,2023-10-12
1583,Customer_1583,23,Bronze,2023-06-14
1584,Customer_1584,43,Gold,2023-08-09
1585,Customer_1585,21,Bronze,2023-03-10
1586,Customer_1586,79,Gold,2023-11-05
1587,Customer_1587,56,Gold,2023-08-12
1588,Customer_1588,56,Silver,2023-05-04
1589,Customer_1589,67,Bronze,2023-12-10
1590,Customer_1590,52,Bronze,2023-12-05
1591,Customer_1591,18,Bronze,2023-01-12
1592,Customer_1592,41,Silver,2023-02-21
1593,Customer_1593,74,Silver,2023-05-09
1594,Customer_1594,53,Silver,2023-05-15
1595,Customer_1595,23,Bronze,2023-05-25
1596,Customer_1596,58,Bronze,2023-05-07
1597,Customer_1597,71,Bronze,2023-08-14
